english,uzbek,part_of_speech,cefr,cefr_source,source_name,source_license,source_ref
a,amper,noun,A1,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i108363
vegetation,botanika|o'simliklar,noun,C1,Octanove C1/C2,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i108037|i40992|i66359|i81457
vegetational,o'simliklarga oid,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i14434
vegetative,o'simliklarga oid,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i11701|i13993|i14434|i16074
vegetive,o'simliklarga oid,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i16074
veggie,sabzavot,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i77501
vehemence,kuch|majoi|quwat|darmon|g'azab|rahmsizlik|vahshiylik|yovvoyilik|tinka-mador,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i63472|i63475
vehement,yovuz|jazava|quturgan|yirtqich|darg'azab|g'azabi oshgan,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i8299
vehicle,tashish vositalari,noun,B1,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i116624|i60795|i69375|i85412
vehicular,tashishga xizmat qiladigan,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i17963
veil,anal|pardasi|choyshab|yopinchiq|o'rin yoping'ichi|qorindagi bolaning suv qobig'i|xotin-qizlaming yopinchiqsimon libosi,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i105529|i54705|i54983|i64866
veiling,siyrak to'qilgan doka,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i54252
vein,vena|ko'ktomir|qon tomiri,noun,B1,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i105546|i48639|i65437|i73908|i86386
vellicate,chimchilamoq,verb,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i24231
vellum,kalka,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i114549|i116486
velocipede,drezina|uch g'iIdirakli velosiped,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i60547|i60797
velocity,tezlik|ildamlik|jadallik,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i117563
velodrome,velodrom,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i60798
velum,choyshab|yopinchiq|o'rin yoping'ichi|xotin-qizlaming yopinchiqsimon libosi,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i105529
velvet,baxmal|duxoba,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i60800
velveteen,chiyduxoba,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i60801
vena,vena|ko'ktomir|qon tomiri,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i65437
venal,noinsof|insofsiz|vijdonsiz|diyonatsiz|vijdoni yo'q|poraga uchadigan,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i3459
venality,sotqinlik,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i62496
venally,xoinona|makkorona|xiyonat-korona,adverb,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i20319
vend,sotmoq|bozorga solmoq|uyma-uy eltib berib savdo qilmoq|ko'chama-ko'cha tashib yurib sotmoq,verb,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i33246
vendee,xaridor|sotib oluvchi,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i88763
vender,uy-uyiga eltib berib savdo qiluvchi savdogar,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i92862
vendetta,xun|qasos|qonga qon olish|qonga qon bilan o'ch olish|avloddan avlodga o'tib kelgan dushmanlik,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i41875
vendor,uy-uyiga eltib berib savdo qiluvchi savdogar,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i92862
vendue,kimoshdi savdosi,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i35890
veneer,shpon|qoplama,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i53561|i60803
veneering,shpon,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i60803
venerable,izzatli|hurmatli|muhtaram,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i6712|i9016
venerate,qadrlamoq|ixlos qo'ymoq|ehtirom qilmoq|izzat-ikrom qilmoq|izzat-hurmat qilmoq|ortiq darajada hurmat etmoq,verb,C1,Octanove C1/C2,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i30628
venerating,odobli|hurmat qiladigan,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i11022
veneration,izzat|hurmat|ehtirom|qadrlash|qo'rqish|sodiqlik|cho'chish|fidoyilik|hurmatlash|izzatikrom|aziz ko'rish|butparastlik|hurmat qilish,noun,C1,Octanove C1/C2,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i40876|i76277
venerator,qadrlovchi|hurmatlovchi|hurmatini o'rniga qo'yuvchi,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i93897
venereal,jinsiy|venerik|tanosil kasalligiga oid,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i16383
venereal disease,doza|o'lchovl,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i111196
venereal infection,doza|o'lchovl,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i111196
venetian,venetsiyaga oid,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i16947
venezuelan,Venesuelaga va venesuelaliklnrga oid,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i16922
vengeance,jazo|o'ch|qasd|qasos|intiqom,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i41868
vengeful,kek saqlovchi|kekni unutmaydigan|qasos olmay qo'ymaydigan,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i5707
venial,biroz|ozgina|kechirimli|kechiriladigan|kechirsa boiadigan|keehirsa bo'ladigan|uncha ko'p bo'lmagan,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i9440|i9442
venire,filyonka|maslahatchilarni sudga chaqirish uchun farmoyish,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i81330
venom,gina|og'u|zahar|adovat|xusumat,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i116179|i76441
venomous,buzuq|yomon|og'uli|odobsiz|zaharli|axloqsiz,adjective,C2,Octanove C1/C2,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i1243|i13579
venous blood vessel,vena|ko'ktomir|qon tomiri,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i65437
vent,vulkan|vulqon|chiqish tuynugi|chiqadigan yoki kiradigan teshik,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i42034|i42309|i60808|i60809|i86388
vent,shamollatmoq|havosini yangilamoq,verb,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i24152|i26324
vent-hole,chiqadigan yoki kiradigan teshik,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i60808
venter,qorin|qorin bo'shlig'i,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i66121
venthole,chiqadigan yoki kiradigan teshik,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i60808
ventilate,shamollatmoq|havosini yangilamoq,verb,C1,Octanove C1/C2,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i24152|i24665|i26324|i31957|i32321
ventilating system,shamollatish|havosini yangilash,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i60810
ventilation,nafas|nafas olish|shamollatish|havosini yangilash|shamollatish va quritish,noun,C1,Octanove C1/C2,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i36798|i39773|i60810|i74207
ventilation system,shamollatish|havosini yangilash,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i60810
ventilator,ventilator|havo yangilagich,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i51109|i60812
ventral,qorin|qoringa oid,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i4|i707
ventriloquism,labini qimirlatmay gapirish,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i66534
ventriloquist,labini qimirlatmasdan gapira oladigan odam,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i93899
ventriloquy,labini qimirlatmay gapirish,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i66534
venture,o'ylash|fikr yuritish|mulohaza qilish,noun,B2,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i106823
venture,da'vo qilmoq|kemaga yuklamoq|tavakkal qilnioq|xavfli ish qilmoq,verb,B2,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i26198|i33623|i34424
venturer,tavakkalchi|tavakkalchi korxona egasi,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i87153|i93901
venturesome,mard|botir|jasur|yurakli|dovyurak|qo'rqmas,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i346
venturous,mard|botir|jasur|yurakli|dovyurak|qo'rqmas,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i346
venue,voqca yuz berganjoy,noun,B2,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i82541
venus's curse,doza|o'lchovl,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i111196
veracious,tog'ri|roslgo'y|haqiqatgo'y,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i110|i6708
veracity,haqqoniyat|to'g'rilik|haqqoniylik|rostgo'ylik,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i62588
veranda,yerosti yo'li,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i60816
verandah,yerosti yo'li,noun,C1,Octanove C1/C2,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i60816
verbal,ezma,adjective,B2,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i3067
verbalise,gapirmoq|so'zlab aytmoq|so'z bilan ifoda etmoq,verb,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i26308|i26316
verbaliser,notiq|sergap odam|gapga usta odam|nutq so'zlovchi,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i93180
verbalize,gapirmoq|so'zlab aytmoq|so'z bilan ifoda etmoq,verb,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i26308|i26316
verbalizer,notiq|sergap odam|gapga usta odam|nutq so'zlovchi,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i93180
verbally,og'zaki,adverb,B2,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i18972|i18973
verbena,tizimgul,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i104635
verbiage,tahrir|tahrir qilish|fikmi bayon etish uslubi,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i73863
verbose,ezma|shamolli|zerikarli|izg'irinli|uzundan-uzun|charchaiadigan|toliqtiradigan|cho'zilib ketgan,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i3069
verboseness,ezmalik|cho'zilganlik|ortiqcha so'zlaming ko'pligi,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i73909
verbosity,ezmalik|cho'zilganlik|ortiqcha so'zlaming ko'pligi,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i73909
verboten,man etilgan,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i9667
verdancy,o't|maysa|barglar|o'simliklar|yashil rang,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i63879
verdict,fikr|hukm|qaror|xulosa|hukmnoma,noun,C1,Octanove C1/C2,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i41636
verdure,o't|maysa|barglar|o'simliklar|yashil rang,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i105768|i63879
verge,aso|hassa|qirra|ostona|chegara|bo'sag'a|saltanat hassasi,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i110007|i60819|i63921|i74874
verger,cherkov xizmatchisi,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i93902
veridical,haqiqiy|amaldagi|chinakam,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i10631
verification,dalil|isbot|tasdiq|tekshirish|tas-diqlash,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i67491|i71901
verificatory,tasdiqlovchi|tas-diqlovchi|tasdiqlaydigan|ikkinchi darajali|uncha ahamiyatli bo'lmagan,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i13050
verifier,kafil|lilxat|kafil bo'lgan kishi,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i93984
verify,tan olmoq|onl ichmoq|tasdiqlamoq|qasam ichmoq|qasamyod qilmoq,verb,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i26638
verifying,tasdiqlovchi|tas-diqlovchi|tasdiqlaydigan|ikkinchi darajali|uncha ahamiyatli bo'lmagan,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i13050
verily,haqiqatan|darhaqiqat|chindan ham|rosti bilan,adverb,C2,Octanove C1/C2,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i21569
verisimilar,haqiqalnamo|haqiqatga o'xshagan,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i7711
verisimilitude,haqiqatnamolik|haqiqatga o'xhashlik,noun,C2,Octanove C1/C2,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i61643
veritable,aniq|beshak|begumon|haqiqiy|so'zsiz|vijdonli|shubhasiz,adjective,C2,Octanove C1/C2,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i6120
verity,chin|haqiqat|bor narsa|to'g'ri gap,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i110277|i67463
vermicelli,vermishel,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i77460
vermiculate,chirigan|qurtlagan,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i14340
vermiform,chuvalchangsimon,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i11809
vermiform appendix,ilova,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i66019
vermiform process,ilova,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i66019
vermilion,alvon,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i63070
vermillion rockfish,dudlangan cho'chqa go'shti,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i49627
vermin,sayoq|havoyi|parazit|tekinxo'r|takasaltang|valakisalang,noun,C2,Octanove C1/C2,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i42259|i93903
verminous,bit bosgan|bitlab ketgan,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i8903
vermouth,vermul,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i78763
vernacular,to'ng|to'rs|xunuk|dag'al|qo'pol|umumiy|xalqqa|man-sub,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i5729
vernacular,argo|jargon,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i74277
vernal,yosh|o'spirin,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i9036
veronica,veronika,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i104521
verrucose,serbuqoq|so'galli,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i12402
versatile,turli|har xil|egiluvchan|bukiluvchan|boshqa-boshqa,adjective,C1,Octanove C1/C2,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i12316|i13895|i13906|i8371
versatility,ko'p tomonlamalik,noun,C1,Octanove C1/C2,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i66565
verse,band|bayt|misra|she'r,noun,B2,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i70017|i70038|i73924
verse form,she'r|kichik she'riy asar,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i69992
verse line,band|bayt|misra|she'r,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i70038
versification,she'r tuzish|she'r tuzilishi,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i73927|i73928|i73929
versifier,nozim|qofiyaboz|she'r texnikasini yaxshi biladigan shoir,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i92567
version,naql|o'qish|rivoyat|tarjima|variant|izohlash|moslashish|moslashtirish|taxminiy fikr|tarjima qilish|tushuntirib berish,noun,B2,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i42054|i67567|i67984|i70166|i70814|i74350
vertebral,umurtqaga oid,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i17214
vertebral column,orqa|umurtqa,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i66280
vertex,uch|tepa|cho'qqi|tog' cho'qqisi|eng yuqori nuqtasi,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i67710|i82542
vertical,tikka|to'g'ri|vertikal|vertikal yo'nalishdagi,adjective,C1,Octanove C1/C2,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i16013|i6583|i6748|i6762
vertical flute,tovush yozish apparati,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i53727
verticil,g'ushsha,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i110098
vertiginous,boshi aylanayotgan,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i14113
vervain,tizimgul,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i104635
very,o'zginasi|xuddi o'zi,adjective,B2,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i11341
very,juda|o 'ta|chinakam|g'oyatda|haqiqatan|darhaqiqat|chindan ham|haqiqatan ham,adverb,A1,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i18320|i21720
very important person,katta amaldor|yuqori mansabdagi kishi,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i93904
very light,barb|signal beradigan raketa,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i74850
very-light,barb|signal beradigan raketa,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i74850
vesicate,maddalamoq|yiringlamoq|fasod bog'lamoq,verb,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i23632
vesicle,pufak|qovuq|pufakcha,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i65922
vesicular,pufakchali,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i17212
vesper,kechki yulduz,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i40821
vessel,kema,noun,B1,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i60833|i60834|i65336
vest,nimcha|fufayka|jiletka,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i58966|i60835
vest,pul sarf qilmoq|taxtga o'tqazmoq|podsho qilib ko'tarmoq,verb,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i33685
vestal,pok|toza|bokira|ma'sum|iffatli|yaxshi fazilatlarga ega bo'lgan saxovatli,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i2004
vested,qonuniy|qonun asosidagi|qonunga muvofiq|qonunga asoslangan,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i3107
